Order ID,Order Date,Ship Date,Item Type,Sales Channel,Region,Country,Units Sold,Unit Price,Unit Cost
772072637,2010-01-02,2010-01-22,Cosmetics,Offline,Europe,Portugal,2305,437.2,263.33
381286799,2010-01-02,2010-01-27,Beverages,Offline,Sub-Saharan Africa,The Gambia,92,47.45,31.79
266951739,2010-01-02,2010-01-15,Clothes,Offline,Middle East and North Africa,Lebanon,5807,109.28,35.84
757510173,2010-01-02,2010-02-21,Baby Food,Online,Sub-Saharan Africa,Liberia,2949,255.28,159.42
857282769,2010-01-02,2010-02-13,Cereal,Online,Sub-Saharan Africa,Burkina Faso,7877,205.7,117.11
100742757,2010-01-02,2010-02-15,Personal Care,Online,Central America and the Caribbean,Barbados,875,81.73,56.67
368770968,2010-01-02,2010-01-31,Office Supplies,Offline,Asia,Sri Lanka,6379,651.21,524.96
880267798,2010-01-02,2010-01-10,Meat,Offline,Australia and Oceania,Nauru,9658,421.89,364.69
551825082,2010-01-02,2010-02-15,Cereal,Offline,Australia and Oceania,New Zealand,6159,205.7,117.11
331459510,2010-01-02,2010-02-13,Personal Care,Offline,Sub-Saharan Africa,Cape Verde,5090,81.73,56.67
497786509,2010-01-02,2010-02-07,Cereal,Online,Asia,Nepal,4945,205.7,117.11
333506143,2010-01-02,2010-01-18,Cosmetics,Offline,Sub-Saharan Africa,Republic of the Congo,734,437.2,263.33
992320191,2010-01-02,2010-02-18,Vegetables,Offline,Australia and Oceania,New Zealand,8451,154.06,90.93
612003552,2010-01-02,2010-01-25,Beverages,Online,Sub-Saharan Africa,Sudan,4306,47.45,31.79
318943679,2010-01-02,2010-02-17,Cereal,Online,Asia,Kazakhstan,1377,205.7,117.11
655572926,2010-01-03,2010-01-11,Baby Food,Offline,Asia,Thailand,7452,255.28,159.42
237708795,2010-01-03,2010-02-20,Cereal,Online,Asia,Sri Lanka,2170,205.7,117.11
655454909,2010-01-03,2010-02-06,Personal Care,Offline,Europe,Greece,2528,81.73,56.67
979686343,2010-01-03,2010-01-28,Office Supplies,Offline,Central America and the Caribbean,Antigua and Barbuda ,9815,651.21,524.96
183670222,2010-01-03,2010-02-13,Cereal,Offline,Middle East and North Africa,Syria,955,205.7,117.11
433042705,2010-01-03,2010-01-10,Meat,Offline,Asia,Maldives,5814,421.89,364.69
364441668,2010-01-03,2010-02-03,Office Supplies,Offline,North America,United States of America,5243,651.21,524.96
156591928,2010-01-03,2010-01-28,Office Supplies,Offline,Australia and Oceania,Fiji,7886,651.21,524.96
482869994,2010-01-03,2010-02-13,Snacks,Online,Asia,Vietnam,817,152.58,97.44
239755427,2010-01-03,2010-01-25,Household,Online,Asia,Thailand,7814,668.27,502.54
104599988,2010-01-03,2010-02-14,Cereal,Offline,Asia,Mongolia,2316,205.7,117.11
911203324,2010-01-03,2010-01-26,Household,Offline,Sub-Saharan Africa,Kenya,4167,668.27,502.54
570244777,2010-01-03,2010-01-15,Clothes,Online,Asia,Vietnam,6956,109.28,35.84
740665042,2010-01-03,2010-01-08,Meat,Online,Central America and the Caribbean,Cuba,8100,421.89,364.69
873655831,2010-01-03,2010-02-08,Cereal,Offline,Sub-Saharan Africa,Rwanda,3030,205.7,117.11
703353583,2010-01-03,2010-01-20,Household,Online,Middle East and North Africa,Bahrain,6810,668.27,502.54
252153241,2010-01-03,2010-02-15,Snacks,Offline,Asia,Brunei,6602,152.58,97.44
455909717,2010-01-03,2010-02-22,Meat,Online,Central America and the Caribbean,Dominican Republic,2671,421.89,364.69
983897626,2010-01-03,2010-02-21,Baby Food,Offline,Europe,Germany,6027,255.28,159.42
555682313,2010-01-03,2010-02-14,Personal Care,Online,Europe,San Marino,7600,81.73,56.67
568198144,2010-01-03,2010-02-10,Cereal,Online,Asia,Tajikistan,1312,205.7,117.11
505737006,2010-01-03,2010-02-05,Snacks,Offline,Central America and the Caribbean,Saint Vincent and the Grenadines,7674,152.58,97.44
603462970,2010-01-03,2010-01-03,Fruits,Online,Europe,Ukraine,6958,9.33,6.92
115069186,2010-01-03,2010-01-16,Baby Food,Offline,Sub-Saharan Africa,Comoros,384,255.28,159.42
520417487,2010-01-03,2010-02-01,Office Supplies,Offline,Asia,Maldives,1954,651.21,524.96
688673102,2010-01-03,2010-01-25,Cosmetics,Offline,Sub-Saharan Africa,Equatorial Guinea,2530,437.2,263.33
674228656,2010-01-03,2010-01-30,Office Supplies,Online,Sub-Saharan Africa,Niger,8097,651.21,524.96
476730096,2010-01-03,2010-01-21,Beverages,Offline,Asia,Maldives,3884,47.45,31.79
443393886,2010-01-03,2010-01-07,Baby Food,Offline,Australia and Oceania,Marshall Islands,8959,255.28,159.42
493457210,2010-01-03,2010-02-10,Cereal,Online,Europe,Vatican City,3809,205.7,117.11
572409427,2010-01-03,2010-01-14,Clothes,Online,Australia and Oceania,East Timor,7524,109.28,35.84
152498662,2010-01-03,2010-01-29,Cosmetics,Offline,Sub-Saharan Africa,Swaziland,6598,437.2,263.33
696977651,2010-01-03,2010-02-17,Cereal,Online,Central America and the Caribbean,Cuba,30,205.7,117.11
117233836,2010-01-03,2010-01-16,Baby Food,Offline,Europe,Slovenia,952,255.28,159.42
605627620,2010-01-03,2010-01-03,Fruits,Online,Europe,Belgium,7526,9.33,6.92
717798030,2010-01-03,2010-01-15,Meat,Offline,Asia,Malaysia,1243,421.89,364.69
813359344,2010-01-03,2010-02-03,Beverages,Online,Middle East and North Africa,Algeria,9959,47.45,31.79
823828542,2010-01-03,2010-01-05,Clothes,Online,Sub-Saharan Africa,Kenya,8028,109.28,35.84
349879205,2010-01-03,2010-01-13,Fruits,Online,Sub-Saharan Africa,South Sudan,5887,9.33,6.92
175365674,2010-01-03,2010-01-21,Cosmetics,Online,Europe,Latvia,3455,437.2,263.33
285607469,2010-01-03,2010-02-04,Cereal,Online,Sub-Saharan Africa,Zambia,6452,205.7,117.11
466260898,2010-01-03,2010-02-19,Cereal,Offline,Europe,Poland,5816,205.7,117.11
701306951,2010-01-03,2010-02-16,Cereal,Offline,Middle East and North Africa,Afghanistan,1166,205.7,117.11
407893025,2010-01-04,2010-02-14,Cereal,Online,Asia,China,3465,205.7,117.11
786163032,2010-01-04,2010-02-13,Snacks,Offline,Asia,Mongolia,1966,152.58,97.44
179340922,2010-01-04,2010-02-15,Cereal,Offline,Sub-Saharan Africa,Burkina Faso,9819,205.7,117.11
590829122,2010-01-04,2010-02-03,Office Supplies,Online,Asia,Sri Lanka,8321,651.21,524.96
503454339,2010-01-04,2010-01-13,Meat,Offline,Asia,Sri Lanka,2182,421.89,364.69
368534934,2010-01-04,2010-02-02,Household,Offline,Central America and the Caribbean,Dominica,6531,668.27,502.54
106646621,2010-01-04,2010-01-20,Household,Offline,Asia,Singapore,7960,668.27,502.54
846577537,2010-01-04,2010-01-24,Office Supplies,Online,North America,Canada,9961,651.21,524.96
293557965,2010-01-04,2010-02-02,Beverages,Online,Europe,Russia,9180,47.45,31.79
491174542,2010-01-04,2010-01-17,Clothes,Online,Australia and Oceania,Tonga,8317,109.28,35.84
513923537,2010-01-04,2010-02-04,Office Supplies,Online,Sub-Saharan Africa,Equatorial Guinea,250,651.21,524.96
939974200,2010-01-04,2010-02-12,Snacks,Offline,Sub-Saharan Africa,Niger,8109,152.58,97.44
532579267,2010-01-04,2010-02-23,Snacks,Offline,Europe,Netherlands,895,152.58,97.44
615860784,2010-01-04,2010-01-25,Office Supplies,Offline,Europe,Liechtenstein,5747,651.21,524.96
632351863,2010-01-04,2010-02-14,Snacks,Online,Europe,Denmark,5823,152.58,97.44
299933898,2010-01-04,2010-01-05,Meat,Online,Asia,South Korea,5960,421.89,364.69
555446279,2010-01-04,2010-02-15,Snacks,Online,Australia and Oceania,Nauru,7752,152.58,97.44
688437068,2010-01-04,2010-01-26,Office Supplies,Online,Middle East and North Africa,Morocco,2682,651.21,524.96
306073796,2010-01-04,2010-01-29,Office Supplies,Online,Asia,Taiwan,2893,651.21,524.96
858975350,2010-01-04,2010-02-14,Personal Care,Offline,Europe,Macedonia,8749,81.73,56.67
345549905,2010-01-04,2010-01-15,Fruits,Online,Europe,Croatia,4751,9.33,6.92
472282779,2010-01-04,2010-02-18,Personal Care,Online,Sub-Saharan Africa,Gabon,7824,81.73,56.67
933834302,2010-01-04,2010-01-19,Baby Food,Offline,Sub-Saharan Africa,Guinea,1177,255.28,159.42
753062856,2010-01-04,2010-01-30,Household,Offline,Europe,Romania,6889,668.27,502.54
632469880,2010-01-04,2010-01-20,Cosmetics,Online,Asia,Myanmar,747,437.2,263.33
326776158,2010-01-04,2010-01-22,Office Supplies,Offline,Sub-Saharan Africa,Rwanda,9182,651.21,524.96
141911447,2010-01-04,2010-02-03,Beverages,Offline,Europe,Spain,3605,47.45,31.79
395495212,2010-01-04,2010-01-24,Beverages,Offline,Asia,Uzbekistan,4677,47.45,31.79
713468730,2010-01-04,2010-01-18,Meat,Offline,Europe,Switzerland,107,421.89,364.69
777858483,2010-01-04,2010-01-21,Beverages,Online,Middle East and North Africa,Somalia,4466,47.45,31.79
709375464,2010-01-04,2010-01-19,Fruits,Online,Europe,Romania,8819,9.33,6.92
962959229,2010-01-04,2010-01-09,Fruits,Online,Asia,Singapore,9890,9.33,6.92
218817031,2010-01-04,2010-02-02,Beverages,Offline,Sub-Saharan Africa,South Sudan,1677,47.45,31.79
443275868,2010-01-04,2010-02-02,Household,Online,Middle East and North Africa,Iraq,4035,668.27,502.54
937927567,2010-01-04,2010-01-18,Fruits,Offline,Sub-Saharan Africa,Mauritania,2465,9.33,6.92
551353013,2010-01-04,2010-02-16,Personal Care,Online,Sub-Saharan Africa,Zambia,6464,81.73,56.67
844412887,2010-01-04,2010-01-24,Office Supplies,Online,Sub-Saharan Africa,Ethiopia,9393,651.21,524.96
829968440,2010-01-04,2010-01-29,Household,Offline,Sub-Saharan Africa,Rwanda,4960,668.27,502.54
754991471,2010-01-04,2010-01-29,Beverages,Offline,Sub-Saharan Africa,Cote d'Ivoire,7609,47.45,31.79
285253417,2010-01-04,2010-01-10,Baby Food,Offline,Central America and the Caribbean,Nicaragua,1680,255.28,159.42
798796880,2010-01-04,2010-01-14,Clothes,Offline,Europe,Slovakia,603,109.28,35.84
468189513,2010-01-04,2010-02-19,Vegetables,Offline,Sub-Saharan Africa,Republic of the Congo,6536,154.06,90.93
576384675,2010-01-04,2010-02-08,Personal Care,Offline,Middle East and North Africa,Libya,3889,81.73,56.67
942138850,2010-01-04,2010-02-11,Snacks,Offline,Central America and the Caribbean,Haiti,8677,152.58,97.44
526439368,2010-01-04,2010-01-30,Beverages,Online,Europe,Ireland,3963,47.45,31.79
316424977,2010-01-04,2010-01-25,Beverages,Offline,Australia and Oceania,Solomon Islands,6037,47.45,31.79
600944268,2010-01-05,2010-01-31,Cosmetics,Offline,Europe,Norway,1618,437.2,263.33
420290839,2010-01-05,2010-01-16,Fruits,Offline,Sub-Saharan Africa,Zambia,2254,9.33,6.92
532343232,2010-01-05,2010-02-24,Cereal,Offline,Australia and Oceania,Australia,1047,205.7,117.11
667616689,2010-01-05,2010-01-09,Baby Food,Online,Sub-Saharan Africa,Cote d'Ivoire,1469,255.28,159.42
453509032,2010-01-05,2010-01-05,Snacks,Offline,Europe,Armenia,2255,152.58,97.44
890028893,2010-01-05,2010-02-04,Cosmetics,Offline,Asia,Bhutan,8183,437.2,263.33
149979960,2010-01-05,2010-01-06,Baby Food,Online,Sub-Saharan Africa,Mozambique,1258,255.28,159.42
563514792,2010-01-05,2010-01-18,Baby Food,Offline,Europe,Albania,5404,255.28,159.42
411868274,2010-01-05,2010-01-19,Baby Food,Online,Europe,Bosnia and Herzegovina,9830,255.28,159.42
567726075,2010-01-05,2010-02-12,Personal Care,Offline,Asia,Maldives,1617,81.73,56.67
376485431,2010-01-05,2010-01-31,Office Supplies,Offline,Middle East and North Africa,Afghanistan,9260,651.21,524.96
226885545,2010-01-05,2010-01-05,Cereal,Online,Middle East and North Africa,Kuwait,9329,205.7,117.11
359876334,2010-01-05,2010-02-06,Household,Online,Europe,Portugal,4259,668.27,502.54
424266088,2010-01-05,2010-02-09,Cereal,Offline,Middle East and North Africa,Jordan,8618,205.7,117.11
981496942,2010-01-05,2010-02-24,Vegetables,Online,Asia,North Korea,5611,154.06,90.93
561586177,2010-01-05,2010-01-19,Clothes,Offline,Asia,Brunei,4684,109.28,35.84
700834882,2010-01-05,2010-02-17,Personal Care,Online,Asia,Philippines,1470,81.73,56.67
740310990,2010-01-05,2010-02-04,Office Supplies,Offline,Europe,Belgium,3328,651.21,524.96
467953479,2010-01-05,2010-02-20,Personal Care,Online,Middle East and North Africa,Jordan,6688,81.73,56.67
840083587,2010-01-05,2010-01-27,Office Supplies,Online,Middle East and North Africa,Israel,8257,651.21,524.96
307884395,2010-01-05,2010-02-23,Vegetables,Offline,Central America and the Caribbean,Honduras,8689,154.06,90.93
380696713,2010-01-05,2010-02-24,Cereal,Offline,Australia and Oceania,Federated States of Micronesia,5472,205.7,117.11
923247087,2010-01-05,2010-01-24,Household,Offline,Europe,Italy,8184,668.27,502.54
106292569,2010-01-05,2010-02-15,Personal Care,Online,Sub-Saharan Africa,Mozambique,3188,81.73,56.67
497078406,2010-01-05,2010-02-10,Snacks,Offline,Europe,Vatican City,5401,152.58,97.44
603108918,2010-01-05,2010-01-31,Cosmetics,Offline,Middle East and North Africa,Saudi Arabia,2186,437.2,263.33
542930448,2010-01-05,2010-02-20,Vegetables,Offline,Europe,Bosnia and Herzegovina,4039,154.06,90.93
800489461,2010-01-05,2010-01-14,Fruits,Online,Middle East and North Africa,Pakistan,1475,9.33,6.92
783880364,2010-01-05,2010-01-20,Meat,Offline,North America,Greenland,6474,421.89,364.69
898333442,2010-01-05,2010-01-07,Baby Food,Offline,Sub-Saharan Africa,Sao Tome and Principe,5683,255.28,159.42
422337472,2010-01-05,2010-02-10,Snacks,Offline,Australia and Oceania,Fiji,7898,152.58,97.44
143722045,2010-01-05,2010-01-08,Clothes,Online,Asia,Bangladesh,9402,109.28,35.84
536318480,2010-01-06,2010-01-29,Beverages,Online,Middle East and North Africa,Lebanon,7411,47.45,31.79
343031203,2010-01-06,2010-02-12,Cereal,Offline,Middle East and North Africa,Tunisia ,9411,205.7,117.11
999916636,2010-01-06,2010-01-24,Baby Food,Online,Middle East and North Africa,Somalia,6408,255.28,159.42
929150950,2010-01-06,2010-02-17,Snacks,Online,Australia and Oceania,Australia,5269,152.58,97.44
810722625,2010-01-06,2010-02-06,Office Supplies,Offline,Europe,Czech Republic,9696,651.21,524.96
496960389,2010-01-06,2010-01-17,Meat,Offline,Sub-Saharan Africa,Ghana,478,421.89,364.69
700598847,2010-01-06,2010-02-18,Snacks,Offline,Central America and the Caribbean,Costa Rica,1623,152.58,97.44
712996661,2010-01-06,2010-01-19,Baby Food,Online,Europe,Portugal,411,255.28,159.42
488537824,2010-01-06,2010-01-19,Fruits,Offline,Middle East and North Africa,Azerbaijan,8053,9.33,6.92
143486011,2010-01-06,2010-01-09,Baby Food,Online,Europe,San Marino,9554,255.28,159.42
303673112,2010-01-06,2010-01-31,Household,Offline,Sub-Saharan Africa,Mauritania,2477,668.27,502.54
956229245,2010-01-06,2010-01-13,Meat,Offline,Middle East and North Africa,Saudi Arabia,8338,421.89,364.69
249516522,2010-01-06,2010-02-19,Vegetables,Online,Middle East and North Africa,Israel,6339,154.06,90.93
619481980,2010-01-06,2010-01-26,Cosmetics,Offline,Europe,Latvia,7339,437.2,263.33
981260907,2010-01-06,2010-02-25,Personal Care,Online,North America,Canada,5763,81.73,56.67
667262637,2010-01-06,2010-02-04,Beverages,Offline,Europe,Montenegro,6697,47.45,31.79
295250546,2010-01-06,2010-02-03,Office Supplies,Online,Middle East and North Africa,Libya,53,651.21,524.96
461577546,2010-01-06,2010-01-29,Beverages,Online,Central America and the Caribbean,Guatemala,9908,47.45,31.79
189220035,2010-01-06,2010-02-14,Cereal,Offline,Europe,Spain,3268,205.7,117.11
933362233,2010-01-06,2010-01-21,Meat,Online,Sub-Saharan Africa,Cote d'Ivoire,1481,421.89,364.69
611295449,2010-01-06,2010-01-29,Household,Online,Europe,Croatia,4763,668.27,502.54
197524583,2010-01-06,2010-01-16,Baby Food,Offline,Europe,Finland,768,255.28,159.42
816980540,2010-01-06,2010-02-04,Household,Offline,Middle East and North Africa,Algeria,1552,668.27,502.54
220391595,2010-01-06,2010-01-08,Cereal,Online,Sub-Saharan Africa,Sao Tome and Principe,7625,205.7,117.11
831543004,2010-01-06,2010-02-25,Snacks,Online,Sub-Saharan Africa,Mauritius ,908,152.58,97.44
181033504,2010-01-06,2010-02-16,Personal Care,Online,Europe,Macedonia,692,81.73,56.67
370109498,2010-01-06,2010-01-09,Clothes,Offline,Central America and the Caribbean,Barbados,2480,109.28,35.84
226767528,2010-01-06,2010-02-01,Household,Online,Europe,Montenegro,4406,668.27,502.54
237118709,2010-01-06,2010-01-28,Cosmetics,Offline,Europe,Belgium,7550,437.2,263.33
679896485,2010-01-06,2010-02-25,Snacks,Online,Sub-Saharan Africa,Sao Tome and Principe,5334,152.58,97.44
590475070,2010-01-06,2010-01-10,Fruits,Offline,Sub-Saharan Africa,Namibia,3550,9.33,6.92
744286239,2010-01-06,2010-01-09,Fruits,Offline,Central America and the Caribbean,Cuba,9693,9.33,6.92
592521703,2010-01-06,2010-02-04,Beverages,Offline,Sub-Saharan Africa,Rwanda,9194,47.45,31.79
384553945,2010-01-06,2010-02-24,Personal Care,Online,Europe,Romania,6913,81.73,56.67
428359353,2010-01-06,2010-02-09,Office Supplies,Online,Middle East and North Africa,Qatar,9907,651.21,524.96
149743926,2010-01-06,2010-01-07,Vegetables,Online,Europe,Belgium,1410,154.06,90.93
345077836,2010-01-06,2010-01-17,Clothes,Offline,Europe,Albania,5055,109.28,35.84
426194703,2010-01-06,2010-02-10,Office Supplies,Online,Europe,Norway,9338,651.21,524.96
382625329,2010-01-06,2010-02-24,Vegetables,Offline,Middle East and North Africa,Libya,6192,154.06,90.93
912541854,2010-01-06,2010-02-23,Cereal,Offline,Middle East and North Africa,Saudi Arabia,268,205.7,117.11
428123319,2010-01-07,2010-02-10,Household,Online,Sub-Saharan Africa,Comoros,59,668.27,502.54
149507892,2010-01-07,2010-01-08,Personal Care,Offline,Sub-Saharan Africa,Guinea-Bissau,1562,81.73,56.67
677495801,2010-01-07,2010-01-07,Cereal,Online,North America,Mexico,4918,205.7,117.11
101845252,2010-01-07,2010-01-24,Fruits,Online,Europe,Spain,7128,9.33,6.92
290921247,2010-01-07,2010-02-05,Office Supplies,Offline,Central America and the Caribbean,Saint Lucia,8917,651.21,524.96
793995511,2010-01-07,2010-01-18,Fruits,Online,Sub-Saharan Africa,South Sudan,9771,9.33,6.92
608894765,2010-01-07,2010-01-30,Beverages,Online,Asia,Brunei,4347,47.45,31.79
841658151,2010-01-07,2010-02-22,Personal Care,Offline,Middle East and North Africa,Azerbaijan,4205,81.73,56.67
463388144,2010-01-07,2010-02-23,Snacks,Online,Asia,Singapore,5704,152.58,97.44
486373174,2010-01-07,2010-01-21,Fruits,Offline,Europe,Iceland,7485,9.33,6.92
529942548,2010-01-07,2010-02-26,Vegetables,Online,Central America and the Caribbean,Honduras,631,154.06,90.93
527895915,2010-01-07,2010-02-01,Household,Online,Central America and the Caribbean,El Salvador,4987,668.27,502.54
130970180,2010-01-07,2010-01-14,Meat,Online,Sub-Saharan Africa,Namibia,5841,421.89,364.69
382271277,2010-01-07,2010-01-31,Cosmetics,Online,Australia and Oceania,East Timor,1421,437.2,263.33
301272428,2010-01-07,2010-02-02,Beverages,Offline,Europe,Switzerland,2061,47.45,31.79
748261487,2010-01-07,2010-02-03,Cosmetics,Online,Sub-Saharan Africa,Senegal,6057,437.2,263.33
556902825,2010-01-07,2010-02-17,Personal Care,Online,Middle East and North Africa,Egypt,8776,81.73,56.67
804228675,2010-01-07,2010-02-09,Office Supplies,Offline,Australia and Oceania,Solomon Islands,7991,651.21,524.96
802182042,2010-01-07,2010-01-16,Clothes,Offline,Australia and Oceania,Palau,2347,109.28,35.84
124594247,2010-01-07,2010-02-11,Beverages,Offline,Middle East and North Africa,Syria,9061,47.45,31.79
515498101,2010-01-07,2010-01-11,Meat,Offline,Sub-Saharan Africa,Comoros,6199,421.89,364.69
735627639,2010-01-07,2010-01-13,Fruits,Online,Europe,Norway,7420,9.33,6.92
733699023,2010-01-07,2010-01-13,Baby Food,Offline,Middle East and North Africa,Jordan,6700,255.28,159.42
374084746,2010-01-07,2010-02-03,Household,Offline,Sub-Saharan Africa,Rwanda,8844,668.27,502.54
170328271,2010-01-07,2010-01-26,Baby Food,Online,Middle East and North Africa,Yemen,2775,255.28,159.42
646442258,2010-01-07,2010-01-18,Meat,Online,Australia and Oceania,Nauru,5484,421.89,364.69
966462409,2010-01-07,2010-02-05,Household,Online,Europe,Estonia,6559,668.27,502.54
234718024,2010-01-07,2010-01-30,Office Supplies,Online,Australia and Oceania,Vanuatu,7134,651.21,524.96
906165921,2010-01-07,2010-01-31,Office Supplies,Offline,Central America and the Caribbean,Saint Vincent and the Grenadines,3488,651.21,524.96
974648940,2010-01-07,2010-02-02,Cosmetics,Offline,Europe,Malta,9135,437.2,263.33
558949458,2010-01-07,2010-01-22,Fruits,Online,Middle East and North Africa,Israel,4421,9.33,6.92
629715144,2010-01-07,2010-02-18,Vegetables,Offline,Europe,Sweden,5560,154.06,90.93
330279338,2010-01-08,2010-02-18,Snacks,Offline,Asia,Mongolia,5850,152.58,97.44
190912616,2010-01-08,2010-02-15,Household,Online,Middle East and North Africa,Saudi Arabia,4140,668.27,502.54
533917796,2010-01-08,2010-01-31,Cosmetics,Offline,Sub-Saharan Africa,Tanzania,6996,437.2,263.33
394551074,2010-01-08,2010-01-27,Baby Food,Offline,Asia,North Korea,5285,255.28,159.42
307294309,2010-01-08,2010-02-01,Office Supplies,Online,Sub-Saharan Africa,Mali,4070,651.21,524.96
469528043,2010-01-08,2010-01-28,Clothes,Offline,Middle East and North Africa,Bahrain,2637,109.28,35.84
301154410,2010-01-08,2010-01-08,Personal Care,Online,Sub-Saharan Africa,Ethiopia,7137,81.73,56.67
